team,alias,opta_rating
Drita,FC Drita,73.7
Malisheva,FC Malisheva,74.8
Ballkani,FC Ballkani,72.1
Dukagjini,FC Dukagjini,72.4
Llapi,FC Llapi,68.5
Feronikeli,,69.0
Gjilani,FC Gjilani,71.6
Drenica Skënderaj,Drenica,70.3
Prishtina,FC Prishtina,72.8
Vushtrria,,65.3
