team,alias,opta_rating
Inter Club d'Escaldes,Inter Escaldes,71.8
UE Santa Coloma,,44.5
FC Santa Coloma,,67.6
Atlètic Club d'Escaldes,Atlètic d'Escaldes,66.5
Ranger's,FC Rànger's,64.8
Penya Encarnada,Penya Encarnada d'Andorra,57.8
Ordino,FC Ordino,56.7
Pas de la Casa,FC Pas de la Casa,56.0
Carroi,FC Carroi,54.4
Esperança d'Andorra,FC Esperanca,51.9
