team,alias,opta_rating
LASK,Lask Linz,84.6
Sturm Graz,,82.5
Salzburg,Red Bull Salzburg,84.8
Austria Wien,Austria Vienna,78.1
Rapid,Rapid Vienna,81.3
Wolfsberger AC,,75.5
Hartberg,TSV Hartberg,76.9
Grazer AK,,76.5
Ried,SV Ried,76.7
Austria Lustenau,,75.3
SCR Altach,,74.9
WSG Tirol,WSG Wattens,75.7
