team,alias,opta_rating
Ferencváros,Ferencvarosi TC,86.1
Győri ETO,Gyori ETO FC,80.8
Paks,FC Paksi,77.3
Puskás,Puskas Academy,78.2
Debrecen,Debreceni VSC,75.8
Zalaegerszeg,Zalaegerszegi TE,75.2
MTK,MTK Budapest,75.2
Nyíregyháza Spartacus,Nyiregyhaza,75.6
Újpest,Ujpest,76.6
Vasas,,76.6
Kisvárda,Kisvarda FC,73.9
Honvéd,Budapest Honved,74.1
