team,alias,opta_rating
Paris Saint-Germain,Paris Saint Germain,95.7
Lens,RC Lens,89.1
Lille,Lille OSC,87.7
Olympique Lyonnais,Lyon,88.6
Monaco,AS Monaco,89.5
Olympique Marseille,Marseille,85.8
Rennes,Stade Rennais,87.3
Strasbourg,RC Strasbourg,86.1
Toulouse,,84.8
Paris FC,,85.9
Lorient,FC Lorient,83.8
Auxerre,AJ Auxerre,82.7
Brest,Stade Brestois 29,83.8
Nice,OGC Nice,82.2
Le Havre,,81.4
Troyes,Estac Troyes,81.0
Le Mans,,81.8
Angers SCO,Angers,81.5
