team,alias,opta_rating
Larne,,69.7
Coleraine,Coleraine FC,68.8
Glentoran,,64.8
Linfield,,64.4
Cliftonville,Cliftonville FC,61.3
Carrick Rangers,,59.3
Dungannon Swifts,,59.1
Portadown,,55.2
Crusaders,Crusaders FC,57.6
Limavady United,,55.8
Ballymena United,,56.9
Bangor,,54.5
