team,alias,opta_rating
Sirius,IK Sirius,81.2
Hammarby,Hammarby FF,82.2
Mjällby,Mjallby AIF,76.1
Djurgården,Djurgardens IF,81.2
GAIS,Gais,79.1
Häcken,BK Hacken,79.3
Malmö FF,Malmo FF,77.7
AIK,AIK Stockholm,77.0
Elfsborg,IF Elfsborg,78.2
IFK Göteborg,IFK Goteborg,77.4
Västerås,Vasteras SK FK,76.8
Kalmar,Kalmar FF,74.0
Brommapojkarna,IF Brommapojkarna,75.0
Örgryte,Orgryte IS,72.1
Degerfors,Degerfors IF,73.5
Halmstad,Halmstads BK,71.4
