team,alias,opta_rating
Kairat,Kairat Almaty,77.1
Ordabasy,Ordabasy Shymkent,75.9
Astana,FC Astana,75.4
Yelimay,Yelimay Semey,71.9
Aktobe,FC Aktobe,71.6
Tobol Kostanay,FK Tobol Kostanay,71.1
Okzhetpes,Okzhetpes Kokshetau,70.3
Jenis,Zhenys,68.8
Kyzyl-Zhar,Kyzylzhar Petropavl,66.6
Kaspiy,Caspiy Aktau,67.5
Kaisar Kyzylorda,Kaisar,66.3
Atyrau,FC Atyrau,65.7
Ulytau,Ulytau Zhezkazgan,65.8
Ertis,Irtysh,66.3
Zhetysu,Jetysu Taldykorgan,64.1
Altay,Altai Öskemen,65.6
