team,alias,opta_rating
Fenerbahçe,Fenerbahce,87.7
Galatasaray,,86.7
Beşiktaş,Besiktas,85.3
Trabzonspor,,82.3
İstanbul Başakşehir,Başakşehir,80.5
Samsunspor,,79.2
Göztepe,Goztepe,79.7
Konyaspor,,78.0
Rizespor,Caykur Rizespor,79.1
Alanyaspor,,78.9
Gençlerbirliği,Gençlerbirliği S.K.,76.6
Erzurumspor FK,,76.6
Kasımpaşa,Kasimpasa,77.8
Eyüpspor,Eyupspor,75.0
Kocaelispor,,77.8
Çorum,Çorum FK,77.4
Gaziantep FK,Gaziantep,77.0
Amed,,78.5
