team,alias,opta_rating
Shamrock Rovers,,73.1
Bohemians,Bohemian FC,72.9
St Patrick's Athletic,St Patrick's Athl.,73.6
Shelbourne,Shelbourne FC,70.1
Derry City,,70.5
Dundalk,Dundalk FC,67.9
Galway United,,68.7
Drogheda United,,67.0
Waterford,Waterford FC,68.7
Sligo Rovers,,64.2
