team,alias,opta_rating
Víkingur Reykjavík,Vikingur Reykjavik,77.4
KR,KR Reykjavik,71.6
Breiðablik,Breidablik,69.0
Fram,Fram Reykjavik,70.1
Valur,Valur Reykjavik,68.7
Stjarnan,,68.7
Keflavík,Keflavik,66.7
ÍA,IA Akranes,68.8
FH,FH hafnarfjordur,67.8
KA,KA Akureyri,65.8
ÍBV,IBV Vestmannaeyjar,65.4
Þór,Thor Akureyri,63.9
