date,team,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,pos_9,pos_10,pos_11,pos_12
2026-08-09,FC Lugano,0.3192,0.2193,0.1565,0.1064,0.0799,0.0519,0.03,0.0191,0.0117,0.0043,0.0014,0.0003
2026-08-09,BSC Young Boys,0.2468,0.2117,0.1691,0.132,0.0847,0.0623,0.0392,0.026,0.0146,0.0079,0.0041,0.0016
2026-08-09,FC ST. Gallen,0.1964,0.1924,0.1689,0.1336,0.1054,0.0721,0.0585,0.0333,0.0218,0.0124,0.0038,0.0014
2026-08-09,FC Sion,0.117,0.1517,0.1617,0.1483,0.124,0.0953,0.0769,0.0529,0.0356,0.0231,0.0096,0.0039
2026-08-09,FC Basel 1893,0.0577,0.089,0.1126,0.1303,0.1368,0.1219,0.1121,0.0903,0.0637,0.0453,0.0294,0.0109
2026-08-09,Lausanne,0.0129,0.0306,0.0509,0.0731,0.0925,0.1142,0.1258,0.1313,0.1265,0.1094,0.0832,0.0496
2026-08-09,Servette FC,0.0173,0.0361,0.0571,0.0805,0.1021,0.1178,0.1242,0.1306,0.1162,0.1012,0.0763,0.0406
2026-08-09,FC Zurich,0.0024,0.0065,0.0167,0.0295,0.0437,0.0629,0.0826,0.1095,0.1432,0.1659,0.171,0.1661
2026-08-09,FC Thun,0.0224,0.0397,0.0663,0.0936,0.1111,0.1308,0.1231,0.1186,0.1079,0.0853,0.0628,0.0384
2026-08-09,Grasshoppers,0.0004,0.0016,0.0056,0.0092,0.0194,0.0326,0.0463,0.0693,0.1026,0.152,0.2288,0.3322
2026-08-09,FC Luzern,0.0068,0.0179,0.0295,0.05,0.0754,0.1013,0.1182,0.1326,0.1367,0.1313,0.1177,0.0826
2026-08-09,FC Vaduz,0.0007,0.0035,0.0051,0.0135,0.025,0.0369,0.0631,0.0865,0.1195,0.1619,0.2119,0.2724
2026-08-10,FC Lugano,0.3298,0.214,0.1604,0.1068,0.075,0.0487,0.0299,0.018,0.0105,0.0053,0.0012,0.0004
2026-08-10,BSC Young Boys,0.2447,0.2108,0.1691,0.1354,0.0893,0.0638,0.0396,0.0228,0.0123,0.0084,0.0029,0.0009
2026-08-10,FC ST. Gallen,0.191,0.1944,0.1643,0.1399,0.1029,0.0764,0.054,0.0382,0.0225,0.0104,0.0045,0.0015
2026-08-10,FC Sion,0.1147,0.1536,0.1544,0.143,0.1284,0.0964,0.0788,0.0537,0.0398,0.0226,0.0117,0.0029
2026-08-10,FC Basel 1893,0.0565,0.0878,0.1147,0.1373,0.1376,0.1266,0.1068,0.085,0.0636,0.0438,0.028,0.0123
2026-08-10,Lausanne,0.0133,0.0327,0.0517,0.0721,0.101,0.1159,0.1384,0.128,0.1264,0.099,0.0797,0.0418
2026-08-10,Servette FC,0.0177,0.037,0.055,0.0807,0.0997,0.1193,0.128,0.1307,0.12,0.0989,0.0741,0.0389
2026-08-10,FC Zurich,0.0021,0.007,0.0156,0.0268,0.0437,0.0592,0.0867,0.1125,0.1378,0.1688,0.1788,0.161
