date,team,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,pos_9,pos_10,pos_11,pos_12
2026-08-10,FK Košice,0.0205,0.0456,0.0684,0.0971,0.113,0.128,0.129,0.1223,0.1021,0.0777,0.0583,0.038
2026-08-10,AS Trencin,0.0049,0.012,0.0253,0.0434,0.0669,0.0817,0.1119,0.1281,0.1367,0.1455,0.1376,0.106
2026-08-10,Komárno,0.0016,0.0046,0.0112,0.02,0.0376,0.0564,0.0786,0.1123,0.1382,0.1585,0.1867,0.1943
2026-08-10,Zemplín Michalovce,0.0021,0.0068,0.0158,0.0255,0.0433,0.0625,0.0906,0.122,0.1511,0.1639,0.1589,0.1575
2026-08-10,Ružomberok,0.0012,0.0033,0.0086,0.0192,0.0323,0.0556,0.0808,0.1098,0.134,0.1656,0.1833,0.2063
2026-08-10,Dukla Banská Bystrica,0.0004,0.0017,0.0068,0.0134,0.0253,0.0418,0.066,0.0942,0.125,0.1593,0.2018,0.2643
2026-08-11,Spartak Trnava,0.1814,0.2146,0.1946,0.1389,0.1068,0.0673,0.0419,0.0279,0.0152,0.0074,0.0036,0.0004
2026-08-11,Skalica,0.0381,0.0814,0.108,0.1313,0.144,0.1327,0.1141,0.09,0.0718,0.0483,0.0287,0.0116
2026-08-11,Slovan Bratislava,0.4731,0.226,0.13,0.0739,0.0458,0.0252,0.0143,0.0058,0.0034,0.0019,0.0005,0.0001
2026-08-11,Podbrezová,0.0495,0.1031,0.1295,0.1528,0.1415,0.1309,0.1033,0.0727,0.0528,0.0373,0.0186,0.008
2026-08-11,Dunajska Streda,0.1787,0.1998,0.1796,0.137,0.1068,0.0776,0.0517,0.0323,0.0198,0.0101,0.0054,0.0012
2026-08-11,Žilina,0.0513,0.0983,0.1282,0.1477,0.1462,0.1268,0.1051,0.0787,0.0518,0.0334,0.0217,0.0108
2026-08-11,FK Košice,0.0182,0.0439,0.0662,0.0954,0.1137,0.1313,0.1374,0.1218,0.096,0.084,0.0577,0.0344
2026-08-11,AS Trencin,0.005,0.0141,0.0253,0.042,0.0616,0.0921,0.1169,0.1322,0.1388,0.1344,0.1338,0.1038
2026-08-11,Komárno,0.0012,0.0053,0.0108,0.022,0.0346,0.0589,0.081,0.118,0.1368,0.1654,0.1816,0.1844
2026-08-11,Zemplín Michalovce,0.002,0.006,0.0145,0.0251,0.0432,0.0604,0.0936,0.1225,0.1521,0.1534,0.164,0.1632
2026-08-11,Ružomberok,0.0007,0.0046,0.0079,0.0194,0.0302,0.0528,0.0774,0.1059,0.1358,0.1652,0.1877,0.2124
2026-08-11,Dukla Banská Bystrica,0.0008,0.0029,0.0054,0.0145,0.0256,0.044,0.0633,0.0922,0.1257,0.1592,0.1967,0.2697
2026-08-12,Spartak Trnava,0.179,0.2231,0.181,0.1392,0.1012,0.0751,0.0483,0.0263,0.013,0.0086,0.004,0.0012
2026-08-12,Skalica,0.039,0.0738,0.1093,0.1314,0.142,0.142,0.1161,0.0907,0.0682,0.0469,0.029,0.0116
2026-08-12,Slovan Bratislava,0.4761,0.2258,0.1303,0.0723,0.0443,0.026,0.0133,0.0069,0.0033,0.001,0.0004,0.0003
2026-08-12,Podbrezová,0.0506,0.1003,0.1302,0.1481,0.1424,0.1275,0.1091,0.0777,0.0554,0.0325,0.0193,0.0069
2026-08-12,Dunajska Streda,0.1781,0.2053,0.1859,0.1434,0.1018,0.072,0.049,0.0313,0.016,0.0112,0.0045,0.0015
2026-08-12,Žilina,0.0479,0.0974,0.1298,0.1463,0.1511,0.132,0.1023,0.0757,0.0543,0.0368,0.019,0.0074
2026-08-12,FK Košice,0.0213,0.0438,0.0694,0.0936,0.1163,0.1241,0.1316,0.1228,0.1076,0.0803,0.0563,0.0329
2026-08-12,AS Trencin,0.0035,0.0139,0.0237,0.0459,0.0596,0.0873,0.1128,0.1346,0.1434,0.1427,0.1223,0.1103
2026-08-12,Komárno,0.001,0.0056,0.0115,0.0212,0.0373,0.0559,0.0854,0.1144,0.1365,0.1644,0.1817,0.1851
2026-08-12,Zemplín Michalovce,0.0018,0.006,0.0156,0.0272,0.0453,0.0666,0.0858,0.1213,0.1424,0.1576,0.1713,0.1591
2026-08-12,Ružomberok,0.0014,0.0033,0.0076,0.0181,0.0315,0.05,0.0763,0.1035,0.1331,0.1586,0.1989,0.2177
2026-08-12,Dukla Banská Bystrica,0.0003,0.0017,0.0057,0.0133,0.0272,0.0415,0.07,0.0948,0.1268,0.1594,0.1933,0.266
2026-08-13,Spartak Trnava,0.1829,0.2074,0.1899,0.1423,0.1052,0.071,0.0474,0.0274,0.0143,0.0077,0.0037,0.0008
2026-08-13,Skalica,0.0323,0.0797,0.1093,0.133,0.1465,0.1369,0.1144,0.0914,0.068,0.0484,0.0262,0.0139
2026-08-13,Slovan Bratislava,0.4799,0.2241,0.1251,0.0714,0.0453,0.0265,0.0138,0.0065,0.0039,0.0021,0.0011,0.0003
2026-08-13,Podbrezová,0.0503,0.0984,0.1299,0.1463,0.1488,0.1332,0.1034,0.0768,0.053,0.0343,0.0177,0.0079
2026-08-13,Dunajska Streda,0.1799,0.2195,0.1803,0.1415,0.1007,0.0682,0.0441,0.0311,0.0181,0.0107,0.0047,0.0012
2026-08-13,Žilina,0.05,0.0999,0.1234,0.1419,0.1458,0.1379,0.1054,0.0786,0.053,0.0351,0.0196,0.0094
2026-08-13,FK Košice,0.0173,0.0416,0.0686,0.0945,0.109,0.129,0.139,0.1209,0.1039,0.0827,0.0585,0.035
2026-08-13,AS Trencin,0.0027,0.0119,0.0282,0.0452,0.0613,0.0863,0.1131,0.129,0.143,0.1426,0.1307,0.106
2026-08-13,Komárno,0.0017,0.005,0.0112,0.0233,0.0366,0.0578,0.0794,0.112,0.1408,0.1649,0.1858,0.1815
2026-08-13,Zemplín Michalovce,0.0015,0.0067,0.0158,0.0268,0.0424,0.0678,0.0934,0.1182,0.1511,0.1547,0.1654,0.1562
2026-08-13,Ružomberok,0.001,0.0033,0.0107,0.0202,0.0336,0.0483,0.0779,0.1085,0.1344,0.1595,0.1887,0.2139
2026-08-13,Dukla Banská Bystrica,0.0005,0.0025,0.0076,0.0136,0.0248,0.0371,0.0687,0.0996,0.1165,0.1573,0.1979,0.2739
2026-08-14,Spartak Trnava,0.1784,0.2231,0.1778,0.1441,0.1033,0.0703,0.0493,0.0274,0.0152,0.0062,0.0036,0.0013
2026-08-14,Skalica,0.0375,0.0724,0.1113,0.1394,0.143,0.136,0.1106,0.0981,0.0668,0.0444,0.0263,0.0142
2026-08-14,Slovan Bratislava,0.48,0.226,0.127,0.073,0.0426,0.0239,0.0142,0.0069,0.0039,0.0019,0.0005,0.0001
2026-08-14,Podbrezová,0.0504,0.1033,0.1312,0.1452,0.1463,0.1283,0.1052,0.0818,0.0505,0.0324,0.0181,0.0073
2026-08-14,Dunajska Streda,0.1749,0.2051,0.1888,0.14,0.1093,0.0724,0.0475,0.03,0.0161,0.0095,0.0056,0.0008
2026-08-14,Žilina,0.0527,0.0961,0.1264,0.142,0.1423,0.1334,0.1087,0.0751,0.0535,0.037,0.0213,0.0115
2026-08-14,FK Košice,0.0184,0.0403,0.074,0.0848,0.1139,0.1307,0.1324,0.1228,0.1045,0.087,0.0558,0.0354
2026-08-14,AS Trencin,0.004,0.014,0.0227,0.0438,0.0586,0.0868,0.1161,0.1307,0.1483,0.1431,0.1258,0.1061
2026-08-14,Komárno,0.0008,0.0052,0.0105,0.0226,0.0359,0.0595,0.0822,0.1073,0.1383,0.1588,0.1873,0.1916
2026-08-14,Zemplín Michalovce,0.002,0.0083,0.0124,0.0295,0.042,0.0663,0.0906,0.1205,0.1413,0.1578,0.1641,0.1652
2026-08-14,Ružomberok,0.0008,0.0044,0.0094,0.0211,0.0325,0.0495,0.0783,0.1044,0.1398,0.1626,0.1871,0.2101
2026-08-14,Dukla Banská Bystrica,0.0001,0.0018,0.0085,0.0145,0.0303,0.0429,0.0649,0.095,0.1218,0.1593,0.2045,0.2564
2026-08-15,Spartak Trnava,0.1798,0.2197,0.1856,0.1389,0.1062,0.0702,0.0441,0.0274,0.0158,0.0076,0.0035,0.0012
2026-08-15,Skalica,0.0327,0.0751,0.1071,0.1352,0.1421,0.1425,0.1185,0.0943,0.0703,0.0445,0.0254,0.0123
2026-08-15,Slovan Bratislava,0.4842,0.2226,0.125,0.0733,0.044,0.0244,0.0138,0.0079,0.0024,0.0014,0.0006,0.0004
2026-08-15,Podbrezová,0.0473,0.1002,0.1318,0.1527,0.1485,0.1242,0.1025,0.0774,0.0519,0.0349,0.0206,0.008
2026-08-15,Dunajska Streda,0.1754,0.2077,0.1842,0.1399,0.0972,0.0814,0.0467,0.0339,0.0169,0.0112,0.005,0.0005
2026-08-15,Žilina,0.0529,0.0981,0.1256,0.1421,0.1384,0.1348,0.1068,0.0784,0.0555,0.0374,0.0216,0.0084
2026-08-15,FK Košice,0.0185,0.043,0.0702,0.0946,0.1179,0.1245,0.1344,0.123,0.1008,0.0813,0.0553,0.0365
2026-08-15,AS Trencin,0.0042,0.0152,0.029,0.0428,0.0615,0.0862,0.1093,0.1325,0.1455,0.14,0.1329,0.1009
2026-08-15,Komárno,0.0015,0.005,0.0105,0.02,0.0413,0.0565,0.0887,0.1043,0.1425,0.1622,0.1815,0.186
2026-08-15,Zemplín Michalovce,0.0013,0.0074,0.0141,0.0252,0.0423,0.0629,0.0913,0.1157,0.1502,0.1545,0.1687,0.1664
2026-08-15,Ružomberok,0.0017,0.0029,0.0097,0.0209,0.0338,0.0518,0.0794,0.1114,0.1286,0.1626,0.1886,0.2086
2026-08-15,Dukla Banská Bystrica,0.0005,0.0031,0.0072,0.0144,0.0268,0.0406,0.0645,0.0938,0.1196,0.1624,0.1963,0.2708
