date,team,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,pos_9,pos_10,pos_11,pos_12
2026-08-10,Neftchi Baku,0.0689,0.1439,0.2061,0.1933,0.148,0.0952,0.0649,0.0363,0.0207,0.0121,0.0078,0.0028
2026-08-10,Kapaz,0.0002,0.001,0.0025,0.0082,0.0163,0.0299,0.0542,0.0742,0.1038,0.143,0.2075,0.3592
2026-08-10,Imisli FK,0.0015,0.0063,0.018,0.0391,0.0673,0.0912,0.1193,0.1411,0.1396,0.1368,0.1322,0.1076
2026-08-10,Safa Baku,0.0015,0.0061,0.0161,0.0334,0.0569,0.0899,0.1048,0.1284,0.1451,0.1466,0.148,0.1232
2026-08-10,Sumqayıt,0.0018,0.006,0.0165,0.0372,0.0596,0.0848,0.1052,0.1294,0.1432,0.1471,0.1488,0.1204
2026-08-10,Araz,0.0077,0.022,0.0515,0.079,0.1172,0.1454,0.1487,0.1256,0.1033,0.0881,0.069,0.0425
2026-08-10,Zira,0.0685,0.1321,0.1909,0.1961,0.1494,0.1039,0.0706,0.0401,0.0235,0.0143,0.0071,0.0035
2026-08-10,Sabah FA,0.4099,0.2842,0.1518,0.0761,0.0436,0.0199,0.0082,0.0043,0.001,0.0005,0.0003,0.0002
2026-08-11,Şamaxı FK,0.0013,0.0085,0.0205,0.0423,0.0699,0.1024,0.123,0.1395,0.1353,0.1335,0.1266,0.0972
2026-08-11,Qabala,0.0011,0.0049,0.0143,0.031,0.0526,0.0778,0.1052,0.1257,0.1451,0.1501,0.155,0.1372
2026-08-11,Qarabag,0.3969,0.2871,0.1571,0.0831,0.0397,0.0206,0.0081,0.0044,0.0018,0.0011,0.0001,0.0
2026-08-11,Turan,0.0466,0.0923,0.159,0.1761,0.1721,0.1276,0.0852,0.0574,0.038,0.0259,0.0142,0.0056
2026-08-11,Neftchi Baku,0.072,0.1424,0.1925,0.195,0.1468,0.102,0.0638,0.0393,0.0237,0.0138,0.0058,0.0029
2026-08-11,Kapaz,0.0,0.0006,0.0031,0.0083,0.0147,0.0293,0.048,0.0697,0.1044,0.1502,0.2108,0.3609
2026-08-11,Imisli FK,0.0017,0.0053,0.0208,0.041,0.0642,0.0971,0.1222,0.1322,0.1353,0.1411,0.1318,0.1073
2026-08-11,Safa Baku,0.0017,0.0056,0.0188,0.0332,0.0626,0.0874,0.1109,0.1335,0.1399,0.1395,0.1413,0.1256
2026-08-11,Sumqayıt,0.0011,0.006,0.0158,0.0395,0.059,0.087,0.1156,0.1335,0.1404,0.1442,0.1418,0.1161
2026-08-11,Araz,0.007,0.0226,0.0495,0.0844,0.1227,0.1495,0.1447,0.1185,0.1081,0.0846,0.0641,0.0443
2026-08-11,Zira,0.0696,0.1344,0.1972,0.1893,0.1533,0.0988,0.063,0.042,0.0261,0.0153,0.0081,0.0029
2026-08-11,Sabah FA,0.401,0.2903,0.1514,0.0768,0.0424,0.0205,0.0103,0.0043,0.0019,0.0007,0.0004,0.0
2026-08-12,Şamaxı FK,0.002,0.009,0.026,0.0447,0.0697,0.0978,0.1236,0.1312,0.1375,0.1357,0.1276,0.0952
2026-08-12,Qabala,0.0014,0.0047,0.0157,0.0259,0.0532,0.0828,0.1057,0.1298,0.1425,0.1566,0.1453,0.1364
2026-08-12,Qarabag,0.3859,0.2852,0.1604,0.0828,0.0461,0.0211,0.0105,0.0049,0.0023,0.0005,0.0003,0.0
2026-08-12,Turan,0.0516,0.0917,0.1619,0.176,0.1674,0.1249,0.0866,0.0604,0.0365,0.0257,0.0126,0.0047
2026-08-12,Neftchi Baku,0.0782,0.1399,0.197,0.1865,0.1492,0.1032,0.0603,0.0357,0.0241,0.0143,0.0088,0.0028
2026-08-12,Kapaz,0.0001,0.0004,0.0026,0.0083,0.0169,0.0308,0.0499,0.0793,0.1001,0.1432,0.2021,0.3663
2026-08-12,Imisli FK,0.0021,0.0064,0.0193,0.0424,0.0655,0.0943,0.1198,0.1311,0.1429,0.1373,0.1307,0.1082
2026-08-12,Safa Baku,0.001,0.005,0.0146,0.0328,0.0592,0.0908,0.1121,0.1266,0.1391,0.1447,0.152,0.1221
2026-08-12,Sumqayıt,0.0019,0.0061,0.016,0.0383,0.0638,0.0908,0.1169,0.1241,0.1339,0.1415,0.1453,0.1214
2026-08-12,Araz,0.005,0.022,0.0495,0.0863,0.1155,0.1441,0.1401,0.13,0.1146,0.0852,0.0676,0.0401
2026-08-12,Zira,0.071,0.137,0.1904,0.1944,0.149,0.0991,0.0654,0.0436,0.0252,0.0147,0.0075,0.0027
2026-08-12,Sabah FA,0.3998,0.2926,0.1466,0.0816,0.0445,0.0203,0.0091,0.0033,0.0013,0.0006,0.0002,0.0001
2026-08-13,Şamaxı FK,0.0014,0.0068,0.0207,0.0456,0.0726,0.1016,0.1261,0.133,0.1377,0.1375,0.1209,0.0961
2026-08-13,Qabala,0.0009,0.0052,0.0137,0.0318,0.0526,0.0859,0.1096,0.124,0.1366,0.1511,0.1519,0.1367
2026-08-13,Qarabag,0.3961,0.2843,0.1563,0.0821,0.0437,0.0199,0.0098,0.0043,0.0023,0.0008,0.0004,0.0
2026-08-13,Turan,0.0463,0.0974,0.1594,0.1828,0.164,0.1267,0.0839,0.0578,0.0356,0.0259,0.0146,0.0056
2026-08-13,Neftchi Baku,0.0784,0.1409,0.1991,0.1844,0.1479,0.0943,0.0646,0.0406,0.0252,0.0128,0.0081,0.0037
2026-08-13,Kapaz,0.0002,0.0009,0.002,0.0076,0.0156,0.0299,0.0502,0.0734,0.1008,0.1478,0.2096,0.362
2026-08-13,Imisli FK,0.0015,0.0077,0.019,0.041,0.0666,0.0925,0.1257,0.1278,0.1432,0.1348,0.132,0.1082
2026-08-13,Safa Baku,0.0019,0.0041,0.0148,0.0334,0.0581,0.0873,0.1109,0.126,0.141,0.1477,0.1499,0.1249
2026-08-13,Sumqayıt,0.0017,0.0054,0.0183,0.035,0.0635,0.0916,0.114,0.1309,0.1364,0.1432,0.1387,0.1213
2026-08-13,Araz,0.0071,0.0219,0.0498,0.0819,0.122,0.1478,0.1326,0.1365,0.1115,0.0839,0.0662,0.0388
2026-08-13,Zira,0.0728,0.136,0.1944,0.189,0.1471,0.1025,0.0641,0.0426,0.0281,0.0133,0.0075,0.0026
2026-08-13,Sabah FA,0.3917,0.2894,0.1525,0.0854,0.0463,0.02,0.0085,0.0031,0.0016,0.0012,0.0002,0.0001
2026-08-14,Şamaxı FK,0.0018,0.0096,0.0237,0.0434,0.0695,0.1037,0.1254,0.1322,0.1338,0.1311,0.1227,0.1031
2026-08-14,Qabala,0.0012,0.0054,0.0122,0.0319,0.0555,0.0858,0.1003,0.1223,0.1425,0.1558,0.15,0.1371
2026-08-14,Qarabag,0.3937,0.2917,0.1552,0.0808,0.0435,0.0167,0.0103,0.0044,0.0025,0.0004,0.0008,0.0
2026-08-14,Turan,0.0433,0.0945,0.1577,0.1816,0.1705,0.1247,0.0827,0.0616,0.0399,0.0242,0.0131,0.0062
2026-08-14,Neftchi Baku,0.0748,0.1384,0.1993,0.1875,0.1475,0.0963,0.0646,0.0424,0.0248,0.0145,0.0067,0.0032
2026-08-14,Kapaz,0.0001,0.0007,0.0025,0.008,0.0153,0.0315,0.0489,0.072,0.1069,0.149,0.2079,0.3572
2026-08-14,Imisli FK,0.0021,0.0078,0.0206,0.0405,0.0676,0.0962,0.1203,0.1279,0.1379,0.1354,0.1363,0.1074
2026-08-14,Safa Baku,0.0016,0.0062,0.0168,0.0313,0.056,0.0883,0.1135,0.1285,0.146,0.1454,0.1399,0.1265
2026-08-14,Sumqayıt,0.001,0.0067,0.0155,0.0366,0.0625,0.0921,0.1126,0.1363,0.1347,0.1414,0.1482,0.1124
2026-08-14,Araz,0.0055,0.02,0.0488,0.0862,0.1252,0.1486,0.1442,0.1221,0.1019,0.0873,0.0665,0.0437
2026-08-14,Zira,0.071,0.1303,0.198,0.1892,0.1481,0.098,0.0671,0.0457,0.0269,0.0149,0.0078,0.003
2026-08-14,Sabah FA,0.4039,0.2887,0.1497,0.083,0.0388,0.0181,0.0101,0.0046,0.0022,0.0006,0.0001,0.0002
2026-08-15,Turan,0.0689,0.1414,0.2044,0.209,0.162,0.097,0.0542,0.0301,0.0175,0.01,0.0038,0.0017
2026-08-15,Şamaxı FK,0.0011,0.0048,0.0141,0.0375,0.0669,0.1126,0.1367,0.1441,0.148,0.1322,0.1147,0.0873
2026-08-15,Qarabag,0.3642,0.2959,0.1674,0.0879,0.0469,0.0236,0.0084,0.0034,0.0015,0.0007,0.0001,0.0
2026-08-15,Neftchi Baku,0.0619,0.1258,0.1916,0.207,0.1694,0.104,0.064,0.0375,0.019,0.0102,0.008,0.0016
2026-08-15,Kapaz,0.0001,0.0001,0.0025,0.0048,0.013,0.0305,0.0532,0.0721,0.1069,0.1476,0.216,0.3532
2026-08-15,Imisli FK,0.0011,0.0063,0.0133,0.0352,0.0667,0.1062,0.1286,0.1493,0.1488,0.1351,0.1184,0.091
2026-08-15,Safa Baku,0.0004,0.004,0.0135,0.0244,0.058,0.0931,0.117,0.1327,0.1517,0.1496,0.1361,0.1195
2026-08-15,Sumqayıt,0.0009,0.0038,0.0113,0.0295,0.0576,0.0961,0.1226,0.1447,0.1453,0.1451,0.138,0.1051
2026-08-15,Araz,0.0041,0.0158,0.0404,0.078,0.1215,0.1607,0.1582,0.1347,0.1023,0.0889,0.0625,0.0329
2026-08-15,Zira,0.0639,0.1166,0.1928,0.2005,0.1714,0.1089,0.0676,0.0374,0.0227,0.0104,0.0058,0.002
2026-08-15,Sabah FA,0.4331,0.2848,0.1442,0.0758,0.0358,0.0156,0.0068,0.0028,0.0009,0.0,0.0002,0.0
2026-08-15,Qabala,0.0003,0.0007,0.0045,0.0104,0.0308,0.0517,0.0827,0.1112,0.1354,0.1702,0.1964,0.2057
2026-08-16,Sabah FA,0.5638,0.2496,0.105,0.0523,0.0202,0.0067,0.0015,0.0005,0.0003,0.0001,0.0,0.0
2026-08-16,Turan,0.0555,0.1381,0.2193,0.2186,0.1636,0.0977,0.0499,0.0298,0.0162,0.0067,0.0038,0.0008
2026-08-16,Imisli FK,0.0004,0.0045,0.0132,0.0329,0.0597,0.107,0.133,0.1519,0.1482,0.1512,0.1209,0.0771
2026-08-16,Araz,0.0028,0.0103,0.0388,0.071,0.1236,0.167,0.1619,0.1351,0.1118,0.0854,0.0602,0.0321
2026-08-16,Şamaxı FK,0.0006,0.0068,0.0168,0.0353,0.0767,0.1056,0.1361,0.1462,0.1484,0.1333,0.1159,0.0783
2026-08-16,Qarabag,0.2862,0.353,0.1807,0.0983,0.0489,0.0196,0.0085,0.0037,0.0007,0.0002,0.0001,0.0001
2026-08-16,Neftchi Baku,0.0472,0.1168,0.2026,0.2066,0.1834,0.1064,0.0616,0.0348,0.0236,0.0116,0.0036,0.0018
2026-08-16,Safa Baku,0.0004,0.0037,0.0104,0.0284,0.0563,0.0999,0.1296,0.1379,0.1526,0.143,0.1369,0.1009
2026-08-16,Sumqayıt,0.0004,0.0034,0.0114,0.0277,0.0594,0.1018,0.1293,0.1528,0.1461,0.1461,0.1267,0.0949
2026-08-16,Zira,0.0427,0.1124,0.1971,0.214,0.1733,0.1145,0.0692,0.0386,0.0209,0.0109,0.0056,0.0008
2026-08-16,Qabala,0.0,0.0013,0.004,0.0118,0.0277,0.0555,0.083,0.1127,0.1431,0.1769,0.2016,0.1824
2026-08-16,Kapaz,0.0,0.0001,0.0007,0.0031,0.0072,0.0183,0.0364,0.056,0.0881,0.1346,0.2247,0.4308
