date,team,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,pos_9,pos_10,pos_11,pos_12
2026-08-14,Motherwell,0.0737,0.2003,0.1884,0.1571,0.1272,0.0905,0.063,0.041,0.0268,0.0189,0.0094,0.0037
2026-08-14,Heart Of Midlothian,0.0557,0.1687,0.1721,0.1661,0.1363,0.1022,0.0701,0.0533,0.0333,0.0235,0.0124,0.0063
2026-08-14,Dundee,0.0019,0.0132,0.0271,0.0453,0.0626,0.0879,0.1049,0.127,0.1345,0.1336,0.1377,0.1243
2026-08-14,ST Johnstone,0.0026,0.0125,0.0286,0.0442,0.0702,0.0909,0.1068,0.1204,0.1265,0.1378,0.1372,0.1223
2026-08-14,Hibernian,0.0361,0.1104,0.1392,0.1467,0.1431,0.1231,0.1007,0.0744,0.0552,0.0356,0.0242,0.0113
2026-08-14,Aberdeen,0.0022,0.0159,0.037,0.0569,0.0735,0.1004,0.1194,0.1236,0.1331,0.1206,0.1138,0.1036
2026-08-14,Rangers,0.0889,0.24,0.2026,0.1579,0.108,0.0755,0.0513,0.0347,0.0203,0.012,0.0067,0.0021
2026-08-14,Falkirk,0.0009,0.006,0.0167,0.0286,0.0443,0.0664,0.0857,0.1101,0.132,0.1521,0.1693,0.1879
2026-08-14,Dundee Utd,0.0011,0.0083,0.0198,0.0378,0.054,0.0756,0.099,0.1123,0.1324,0.1454,0.1497,0.1646
2026-08-14,Kilmarnock,0.0007,0.0046,0.0112,0.0184,0.0352,0.0538,0.0778,0.0947,0.1177,0.148,0.1926,0.2453
