date,team,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,pos_9,pos_10,pos_11,pos_12
2026-08-09,Celtic,0.7239,0.1625,0.0607,0.0291,0.0144,0.0054,0.0026,0.0011,0.0003,0.0,0.0,0.0
2026-08-09,ST Mirren,0.0154,0.057,0.0888,0.1143,0.1273,0.1302,0.1302,0.0995,0.0879,0.0684,0.0481,0.0329
2026-08-09,Motherwell,0.0738,0.203,0.1972,0.1565,0.1202,0.0903,0.0599,0.0406,0.0265,0.016,0.0117,0.0043
2026-08-09,Heart Of Midlothian,0.0541,0.1663,0.1749,0.1601,0.136,0.1023,0.0765,0.0539,0.0345,0.0235,0.012,0.0059
2026-08-09,Dundee,0.0031,0.016,0.0274,0.044,0.0616,0.0854,0.1023,0.125,0.1343,0.1326,0.1421,0.1262
2026-08-09,ST Johnstone,0.0035,0.0128,0.0275,0.0517,0.0696,0.0877,0.1096,0.1215,0.1234,0.1416,0.1311,0.12
2026-08-09,Hibernian,0.0299,0.1047,0.1422,0.1561,0.148,0.1186,0.0975,0.075,0.0548,0.0363,0.0239,0.013
2026-08-09,Aberdeen,0.0022,0.0171,0.036,0.056,0.0772,0.1024,0.1153,0.1268,0.1271,0.1257,0.1157,0.0985
2026-08-09,Rangers,0.0912,0.241,0.1984,0.1499,0.1106,0.0823,0.049,0.033,0.0229,0.0125,0.0057,0.0035
2026-08-09,Falkirk,0.0012,0.0063,0.0163,0.0272,0.0458,0.0685,0.0899,0.105,0.1314,0.1533,0.1728,0.1823
2026-08-09,Dundee Utd,0.0015,0.0087,0.0213,0.0343,0.0551,0.0749,0.0958,0.1206,0.1294,0.1416,0.1568,0.16
2026-08-09,Kilmarnock,0.0002,0.0046,0.0093,0.0208,0.0342,0.052,0.0714,0.098,0.1275,0.1485,0.1801,0.2534
2026-08-10,Celtic,0.7118,0.1673,0.0701,0.0265,0.0122,0.0071,0.003,0.0015,0.0003,0.0002,0.0,0.0
2026-08-10,ST Mirren,0.0148,0.0556,0.0849,0.1137,0.1286,0.1362,0.1262,0.1005,0.0918,0.068,0.0503,0.0294
2026-08-10,Motherwell,0.0754,0.2032,0.1855,0.1608,0.1254,0.0861,0.0625,0.0444,0.0269,0.0176,0.0084,0.0038
2026-08-10,Heart Of Midlothian,0.0546,0.1693,0.1702,0.1642,0.1365,0.1071,0.0755,0.049,0.0354,0.0212,0.0114,0.0056
2026-08-10,Dundee,0.0018,0.0111,0.027,0.0419,0.0654,0.0876,0.1063,0.1243,0.1269,0.1416,0.1383,0.1278
2026-08-10,ST Johnstone,0.0019,0.0139,0.0281,0.0498,0.0632,0.0888,0.1075,0.1244,0.1382,0.1388,0.1322,0.1132
2026-08-10,Hibernian,0.0345,0.1096,0.1554,0.1496,0.1465,0.1149,0.0952,0.0729,0.0478,0.0398,0.0225,0.0113
2026-08-10,Aberdeen,0.0024,0.0168,0.0338,0.0551,0.0787,0.0986,0.1157,0.1283,0.1307,0.1232,0.1183,0.0984
2026-08-10,Rangers,0.0997,0.2347,0.1967,0.1565,0.1044,0.0825,0.0501,0.0328,0.0198,0.013,0.008,0.0018
2026-08-10,Falkirk,0.0014,0.0067,0.0173,0.0305,0.0483,0.0631,0.0874,0.1112,0.1248,0.1423,0.1692,0.1978
2026-08-10,Dundee Utd,0.0013,0.0081,0.02,0.03,0.055,0.0771,0.1023,0.1127,0.1335,0.1436,0.1539,0.1625
2026-08-10,Kilmarnock,0.0004,0.0037,0.011,0.0214,0.0358,0.0509,0.0683,0.098,0.1239,0.1507,0.1875,0.2484
2026-08-11,Celtic,0.7166,0.1631,0.0661,0.03,0.0142,0.006,0.0019,0.0012,0.0008,0.0,0.0001,0.0
2026-08-11,ST Mirren,0.012,0.0569,0.0912,0.1156,0.1325,0.1314,0.122,0.1071,0.081,0.0702,0.0508,0.0293
2026-08-11,Motherwell,0.0814,0.2048,0.1903,0.1509,0.1214,0.0904,0.0646,0.0415,0.0248,0.0157,0.0106,0.0036
2026-08-11,Heart Of Midlothian,0.0565,0.1627,0.1736,0.1688,0.1247,0.1088,0.076,0.0534,0.0367,0.0209,0.0128,0.0051
2026-08-11,Dundee,0.0022,0.0135,0.0265,0.0444,0.0674,0.0863,0.1054,0.1218,0.1281,0.1361,0.1423,0.126
2026-08-11,ST Johnstone,0.0023,0.0129,0.0289,0.0468,0.07,0.0858,0.1115,0.119,0.1394,0.1354,0.1311,0.1169
2026-08-11,Hibernian,0.0324,0.1121,0.146,0.1466,0.1445,0.122,0.0931,0.0756,0.0514,0.0358,0.0276,0.0129
2026-08-11,Aberdeen,0.003,0.0159,0.0342,0.0537,0.0757,0.0975,0.1157,0.1259,0.1283,0.1297,0.1183,0.1021
2026-08-11,Rangers,0.0903,0.239,0.2003,0.1533,0.1093,0.0799,0.0509,0.0317,0.0237,0.0126,0.006,0.003
2026-08-11,Falkirk,0.0011,0.0065,0.0152,0.03,0.0479,0.0634,0.0922,0.1087,0.1263,0.1496,0.1709,0.1882
2026-08-11,Dundee Utd,0.0015,0.0087,0.0166,0.0386,0.0561,0.0754,0.097,0.1163,0.1343,0.1398,0.1505,0.1652
2026-08-11,Kilmarnock,0.0007,0.0039,0.0111,0.0213,0.0363,0.0531,0.0697,0.0978,0.1252,0.1542,0.179,0.2477
2026-08-12,Celtic,0.7288,0.1609,0.0615,0.0254,0.0121,0.0057,0.0043,0.0011,0.0001,0.0001,0.0,0.0
2026-08-12,ST Mirren,0.0134,0.0567,0.0886,0.1085,0.1332,0.1317,0.1215,0.1105,0.0871,0.0684,0.051,0.0294
2026-08-12,Motherwell,0.071,0.2018,0.1986,0.1616,0.1215,0.0857,0.0619,0.0392,0.029,0.0175,0.0078,0.0044
2026-08-12,Heart Of Midlothian,0.0527,0.1633,0.1719,0.1714,0.1306,0.1047,0.0743,0.0502,0.0398,0.021,0.0133,0.0068
2026-08-12,Dundee,0.0016,0.0136,0.0302,0.0467,0.0658,0.0869,0.1023,0.1221,0.1346,0.1392,0.1372,0.1198
2026-08-12,ST Johnstone,0.0019,0.0125,0.0279,0.0468,0.0668,0.0858,0.1122,0.1216,0.1281,0.141,0.14,0.1154
2026-08-12,Hibernian,0.0345,0.1079,0.1411,0.1523,0.1444,0.1267,0.0915,0.0775,0.054,0.035,0.022,0.0131
2026-08-12,Aberdeen,0.0031,0.0172,0.0349,0.053,0.0821,0.0961,0.1188,0.1256,0.1282,0.1243,0.1172,0.0995
2026-08-12,Rangers,0.0904,0.2455,0.1992,0.1551,0.1071,0.0799,0.0491,0.029,0.0223,0.0127,0.0065,0.0032
2026-08-12,Falkirk,0.0008,0.008,0.0166,0.0265,0.049,0.065,0.0888,0.1112,0.1283,0.147,0.1696,0.1892
2026-08-12,Dundee Utd,0.0013,0.0085,0.0194,0.0344,0.0503,0.0788,0.0996,0.1213,0.1313,0.1424,0.149,0.1637
2026-08-12,Kilmarnock,0.0005,0.0041,0.0101,0.0183,0.0371,0.053,0.0757,0.0907,0.1172,0.1514,0.1864,0.2555
2026-08-13,Celtic,0.7238,0.1627,0.0638,0.0282,0.0124,0.0066,0.0022,0.0002,0.0,0.0,0.0,0.0001
2026-08-13,ST Mirren,0.0144,0.0549,0.0875,0.1153,0.1297,0.1318,0.1233,0.1025,0.09,0.0678,0.0532,0.0296
2026-08-13,Motherwell,0.0738,0.1971,0.1987,0.1622,0.1239,0.086,0.0603,0.0394,0.0281,0.0164,0.0102,0.0039
2026-08-13,Heart Of Midlothian,0.0539,0.1685,0.1676,0.1654,0.1352,0.1025,0.0789,0.0522,0.0352,0.0215,0.013,0.0061
2026-08-13,Dundee,0.0021,0.0132,0.0249,0.0415,0.0661,0.0896,0.1093,0.1229,0.1316,0.136,0.1386,0.1242
2026-08-13,ST Johnstone,0.0029,0.0137,0.0269,0.043,0.066,0.0899,0.1047,0.1277,0.1307,0.1416,0.134,0.1189
2026-08-13,Hibernian,0.0293,0.1113,0.148,0.1569,0.1403,0.1291,0.0953,0.0707,0.0501,0.0336,0.0243,0.0111
2026-08-13,Aberdeen,0.0028,0.0153,0.0367,0.0526,0.0826,0.0918,0.1181,0.1333,0.1283,0.1239,0.1158,0.0988
2026-08-13,Rangers,0.0938,0.2437,0.1984,0.1468,0.1107,0.0775,0.053,0.0337,0.0207,0.0132,0.0057,0.0028
2026-08-13,Falkirk,0.001,0.0059,0.0164,0.0281,0.0453,0.0648,0.0835,0.1113,0.1301,0.1471,0.1679,0.1986
2026-08-13,Dundee Utd,0.0018,0.0089,0.0198,0.039,0.0542,0.0766,0.1001,0.1082,0.1339,0.1448,0.1508,0.1619
2026-08-13,Kilmarnock,0.0004,0.0048,0.0113,0.021,0.0336,0.0538,0.0713,0.0979,0.1213,0.1541,0.1865,0.244
2026-08-14,Celtic,0.7211,0.1606,0.066,0.0287,0.0139,0.0056,0.0022,0.0009,0.0009,0.0,0.0001,0.0
2026-08-14,ST Mirren,0.0151,0.0595,0.0913,0.1123,0.1317,0.1281,0.1191,0.1076,0.0873,0.0725,0.0469,0.0286
