date,team,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,pos_9,pos_10,pos_11,pos_12
2026-08-09,Ballymena United,0.0001,0.0019,0.0083,0.0291,0.0671,0.1144,0.1645,0.1668,0.149,0.1285,0.1038,0.0665
2026-08-09,Coleraine FC,0.4069,0.2756,0.194,0.0759,0.0313,0.0111,0.0039,0.0009,0.0002,0.0002,0.0,0.0
2026-08-09,Glentoran,0.2301,0.2714,0.2648,0.128,0.0664,0.0256,0.0088,0.0032,0.0013,0.0001,0.0003,0.0
2026-08-09,Cliftonville FC,0.021,0.0535,0.1236,0.2402,0.2142,0.16,0.0873,0.0482,0.0296,0.0129,0.0072,0.0023
2026-08-09,Carrick Rangers,0.007,0.0273,0.0706,0.1528,0.1987,0.2041,0.137,0.0916,0.0543,0.0306,0.0179,0.0081
2026-08-09,Bangor,0.0001,0.0001,0.0011,0.0051,0.0166,0.0355,0.066,0.0975,0.1289,0.161,0.2109,0.2772
2026-08-09,Larne,0.3181,0.3077,0.2096,0.0949,0.0449,0.0163,0.0054,0.0025,0.0005,0.0001,0.0,0.0
2026-08-09,Crusaders FC,0.0,0.0003,0.0016,0.0066,0.0215,0.0498,0.0881,0.1207,0.1468,0.173,0.1934,0.1982
2026-08-09,Portadown,0.0002,0.0005,0.002,0.0119,0.032,0.0674,0.1126,0.1364,0.1597,0.1634,0.161,0.1529
2026-08-09,Dungannon Swifts,0.0,0.0026,0.0071,0.0248,0.0618,0.1024,0.15,0.1596,0.1563,0.1424,0.1112,0.0818
2026-08-09,Limavady United,0.0,0.0003,0.0024,0.0082,0.0233,0.0482,0.0842,0.118,0.145,0.1738,0.1864,0.2102
2026-08-09,Linfield,0.0165,0.0588,0.1149,0.2225,0.2222,0.1652,0.0922,0.0546,0.0284,0.014,0.0079,0.0028
2026-08-10,Ballymena United,0.0004,0.0026,0.0085,0.0334,0.0616,0.1126,0.1646,0.1682,0.1541,0.1219,0.1004,0.0717
2026-08-10,Coleraine FC,0.3866,0.2887,0.1931,0.0822,0.0325,0.0116,0.0042,0.0008,0.0003,0.0,0.0,0.0
2026-08-10,Glentoran,0.2227,0.2781,0.2634,0.1323,0.065,0.0251,0.0087,0.0029,0.0011,0.0005,0.0002,0.0
2026-08-10,Cliftonville FC,0.023,0.0592,0.1213,0.2381,0.2176,0.1593,0.0862,0.0487,0.0245,0.0126,0.0075,0.002
2026-08-10,Carrick Rangers,0.0094,0.0272,0.0697,0.1513,0.2012,0.2051,0.1454,0.0797,0.0541,0.0319,0.0182,0.0068
2026-08-10,Bangor,0.0,0.0004,0.0008,0.0059,0.0139,0.0347,0.0676,0.1025,0.1318,0.1681,0.2019,0.2724
2026-08-10,Larne,0.3385,0.2882,0.2166,0.0908,0.0429,0.0169,0.0045,0.0012,0.0003,0.0,0.0,0.0001
