date,team,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,pos_9,pos_10
2026-08-09,NK Osijek,0.0375,0.1019,0.1496,0.1684,0.1835,0.1624,0.0986,0.0587,0.0294,0.01
2026-08-09,NK Varazdin,0.0732,0.1732,0.1973,0.1839,0.1496,0.1122,0.0643,0.0297,0.0127,0.0039
2026-08-09,NK Lokomotiva Zagreb,0.0396,0.1116,0.1598,0.1794,0.1788,0.1478,0.0954,0.0527,0.0244,0.0105
2026-08-09,Dinamo Zagreb,0.6443,0.2008,0.0861,0.0394,0.0186,0.0077,0.0026,0.0004,0.0001,0.0
2026-08-09,HNK Rijeka,0.1667,0.2881,0.2054,0.1457,0.0933,0.0573,0.0276,0.011,0.0043,0.0006
2026-08-09,Istra 1961,0.0009,0.0051,0.0156,0.0313,0.0581,0.0997,0.1661,0.2045,0.2085,0.2102
2026-08-09,HNK Hajduk Split,0.0369,0.1092,0.1549,0.1782,0.1753,0.1471,0.0964,0.0582,0.0306,0.0132
2026-08-09,HNK Gorica,0.0003,0.0026,0.0108,0.0233,0.0465,0.0863,0.1442,0.1929,0.2394,0.2537
2026-08-09,NK Slaven Belupo,0.0001,0.0028,0.0083,0.0211,0.0445,0.0828,0.1435,0.1929,0.2315,0.2725
2026-08-09,Rudes,0.0005,0.0047,0.0122,0.0293,0.0518,0.0967,0.1613,0.199,0.2191,0.2254
2026-08-10,NK Osijek,0.0336,0.1017,0.1557,0.1741,0.1739,0.1571,0.0997,0.0611,0.0319,0.0112
2026-08-10,NK Varazdin,0.0728,0.1666,0.1979,0.1889,0.1486,0.1102,0.0615,0.032,0.0166,0.0049
2026-08-10,NK Lokomotiva Zagreb,0.0377,0.1125,0.1556,0.1733,0.1736,0.156,0.0944,0.056,0.029,0.0119
2026-08-10,Dinamo Zagreb,0.6438,0.2046,0.0819,0.0407,0.0174,0.0083,0.002,0.0011,0.0001,0.0001
2026-08-10,HNK Rijeka,0.1694,0.2874,0.2008,0.1416,0.0962,0.056,0.0298,0.0134,0.0043,0.0011
2026-08-10,Istra 1961,0.0018,0.008,0.0193,0.0379,0.0681,0.1115,0.1729,0.1998,0.2007,0.18
2026-08-10,HNK Hajduk Split,0.0395,0.1076,0.1576,0.1764,0.1762,0.1513,0.0983,0.052,0.0288,0.0123
2026-08-10,HNK Gorica,0.0004,0.0034,0.0107,0.0219,0.0485,0.0782,0.1474,0.1911,0.2317,0.2667
2026-08-10,NK Slaven Belupo,0.0004,0.0032,0.0071,0.0186,0.0402,0.0787,0.1399,0.1944,0.2315,0.286
2026-08-10,Rudes,0.0006,0.005,0.0134,0.0266,0.0573,0.0927,0.1541,0.1991,0.2254,0.2258
2026-08-11,NK Osijek,0.034,0.1004,0.1467,0.1707,0.1827,0.1561,0.1038,0.0615,0.0313,0.0128
2026-08-11,NK Varazdin,0.071,0.1701,0.2042,0.1812,0.1481,0.1074,0.0653,0.0314,0.0158,0.0055
2026-08-11,NK Lokomotiva Zagreb,0.0425,0.1108,0.1545,0.177,0.1717,0.1556,0.0979,0.0518,0.0276,0.0106
2026-08-11,Dinamo Zagreb,0.6438,0.1977,0.0877,0.0379,0.02,0.009,0.0027,0.001,0.0002,0.0
2026-08-11,HNK Rijeka,0.1653,0.2895,0.202,0.1427,0.0958,0.0582,0.0269,0.0126,0.0054,0.0016
2026-08-11,Istra 1961,0.0011,0.0085,0.0193,0.0372,0.0723,0.1157,0.1787,0.1929,0.1975,0.1768
2026-08-11,HNK Hajduk Split,0.0401,0.1113,0.154,0.18,0.1695,0.1464,0.0966,0.0617,0.0299,0.0105
2026-08-11,HNK Gorica,0.0008,0.0044,0.0103,0.0227,0.0457,0.0854,0.1448,0.1972,0.2255,0.2632
2026-08-11,NK Slaven Belupo,0.0003,0.0024,0.0089,0.0218,0.041,0.0729,0.1319,0.188,0.2408,0.292
2026-08-11,Rudes,0.0011,0.0049,0.0124,0.0288,0.0532,0.0933,0.1514,0.2019,0.226,0.227
2026-08-12,NK Osijek,0.0383,0.103,0.1541,0.1741,0.1709,0.1573,0.1005,0.0589,0.0302,0.0127
2026-08-12,NK Varazdin,0.0696,0.1762,0.1961,0.1851,0.151,0.1069,0.0612,0.0325,0.0158,0.0056
2026-08-12,NK Lokomotiva Zagreb,0.0382,0.1086,0.1621,0.1722,0.1697,0.157,0.0987,0.0536,0.0302,0.0097
2026-08-12,Dinamo Zagreb,0.6523,0.2006,0.079,0.0381,0.0192,0.0071,0.0027,0.0007,0.0003,0.0
2026-08-12,HNK Rijeka,0.16,0.2872,0.2016,0.1489,0.0944,0.0588,0.029,0.0138,0.0045,0.0018
2026-08-12,Istra 1961,0.0008,0.0083,0.0178,0.0349,0.0663,0.1149,0.1773,0.2035,0.1975,0.1787
2026-08-12,HNK Hajduk Split,0.0385,0.1062,0.1533,0.1763,0.184,0.1481,0.0978,0.0566,0.029,0.0102
2026-08-12,HNK Gorica,0.0008,0.0033,0.0112,0.0242,0.0443,0.0827,0.1425,0.1913,0.2377,0.262
2026-08-12,NK Slaven Belupo,0.0004,0.0024,0.0102,0.0194,0.0417,0.0735,0.1363,0.188,0.2357,0.2924
2026-08-12,Rudes,0.0011,0.0042,0.0146,0.0268,0.0585,0.0937,0.154,0.2011,0.2191,0.2269
2026-08-13,NK Osijek,0.0363,0.0953,0.1483,0.1754,0.177,0.1635,0.0994,0.0609,0.0322,0.0117
2026-08-13,NK Varazdin,0.0734,0.1707,0.1969,0.1851,0.1505,0.1093,0.0603,0.0342,0.0149,0.0047
2026-08-13,NK Lokomotiva Zagreb,0.0407,0.1104,0.1545,0.1765,0.1761,0.1503,0.099,0.0544,0.0287,0.0094
2026-08-13,Dinamo Zagreb,0.6463,0.2038,0.083,0.0377,0.0172,0.0088,0.0022,0.0005,0.0005,0.0
2026-08-13,HNK Rijeka,0.164,0.29,0.2086,0.1413,0.0957,0.0545,0.0284,0.0115,0.0044,0.0016
2026-08-13,Istra 1961,0.0012,0.0085,0.0202,0.0405,0.0666,0.1147,0.1801,0.1973,0.2022,0.1687
2026-08-13,HNK Hajduk Split,0.0362,0.1111,0.1614,0.1734,0.1769,0.1488,0.0953,0.0587,0.0286,0.0096
2026-08-13,HNK Gorica,0.0003,0.0032,0.0065,0.0211,0.0451,0.0811,0.1451,0.1995,0.236,0.2621
2026-08-13,NK Slaven Belupo,0.0009,0.0025,0.0089,0.02,0.0439,0.0734,0.1366,0.1885,0.2315,0.2938
2026-08-13,Rudes,0.0007,0.0045,0.0117,0.029,0.051,0.0956,0.1536,0.1945,0.221,0.2384
2026-08-14,NK Osijek,0.0347,0.0983,0.144,0.1833,0.18,0.1535,0.1035,0.0605,0.0308,0.0114
2026-08-14,NK Varazdin,0.0682,0.1749,0.2015,0.1796,0.1511,0.1115,0.0617,0.03,0.0156,0.0059
2026-08-14,NK Lokomotiva Zagreb,0.0389,0.1075,0.1634,0.1808,0.173,0.1506,0.0969,0.0503,0.0279,0.0107
2026-08-14,Dinamo Zagreb,0.6507,0.2017,0.083,0.035,0.0185,0.0081,0.0023,0.0005,0.0002,0.0
2026-08-14,HNK Rijeka,0.1641,0.2902,0.2015,0.139,0.0988,0.0578,0.0296,0.0134,0.0045,0.0011
2026-08-14,Istra 1961,0.0019,0.007,0.0173,0.0356,0.0651,0.1151,0.1774,0.2077,0.2073,0.1656
2026-08-14,HNK Hajduk Split,0.0399,0.1088,0.157,0.1765,0.1724,0.1502,0.094,0.0581,0.0303,0.0128
2026-08-14,HNK Gorica,0.0004,0.0039,0.0112,0.022,0.0462,0.0818,0.1451,0.1979,0.2243,0.2672
2026-08-14,NK Slaven Belupo,0.0006,0.0029,0.0093,0.0224,0.0416,0.0769,0.1336,0.1846,0.2333,0.2948
2026-08-14,Rudes,0.0006,0.0048,0.0118,0.0258,0.0533,0.0945,0.1559,0.197,0.2258,0.2305
2026-08-15,NK Osijek,0.0312,0.0971,0.1574,0.1721,0.1828,0.1567,0.1032,0.0592,0.0292,0.0111
2026-08-15,Dinamo Zagreb,0.6731,0.1905,0.0758,0.0363,0.0153,0.0061,0.0024,0.0002,0.0003,0.0
2026-08-15,NK Varazdin,0.068,0.1713,0.1988,0.18,0.1571,0.1148,0.0613,0.0301,0.0132,0.0054
2026-08-15,NK Lokomotiva Zagreb,0.0376,0.1104,0.1616,0.1826,0.1722,0.1502,0.092,0.0527,0.0284,0.0123
2026-08-15,HNK Rijeka,0.1546,0.2997,0.2035,0.1421,0.095,0.0566,0.0294,0.0114,0.006,0.0017
2026-08-15,Istra 1961,0.0011,0.0075,0.0195,0.0385,0.0708,0.1221,0.1771,0.2023,0.1915,0.1696
2026-08-15,HNK Hajduk Split,0.0336,0.112,0.153,0.1794,0.1761,0.1477,0.0984,0.0559,0.0322,0.0117
2026-08-15,HNK Gorica,0.0002,0.0043,0.0101,0.0241,0.0413,0.0837,0.1485,0.2025,0.2309,0.2544
2026-08-15,NK Slaven Belupo,0.0003,0.0041,0.009,0.0217,0.0441,0.0765,0.1436,0.1897,0.2309,0.2801
2026-08-15,Rudes,0.0003,0.0031,0.0113,0.0232,0.0453,0.0856,0.1441,0.196,0.2374,0.2537
2026-08-16,NK Osijek,0.0447,0.1259,0.1717,0.1913,0.1694,0.1295,0.0894,0.0479,0.0211,0.0091
2026-08-16,Dinamo Zagreb,0.6836,0.1873,0.0721,0.0335,0.014,0.0062,0.0027,0.0006,0.0,0.0
2026-08-16,NK Varazdin,0.0646,0.1734,0.2063,0.1763,0.1588,0.1091,0.0603,0.0333,0.0129,0.005
2026-08-16,NK Lokomotiva Zagreb,0.0178,0.0729,0.1197,0.1513,0.1786,0.1802,0.1351,0.0806,0.0436,0.0202
2026-08-16,Istra 1961,0.0013,0.0142,0.0301,0.0606,0.0963,0.1488,0.2013,0.1873,0.1587,0.1014
2026-08-16,HNK Rijeka,0.1519,0.3023,0.2056,0.142,0.0924,0.0549,0.0306,0.0136,0.0055,0.0012
2026-08-16,HNK Hajduk Split,0.0348,0.1134,0.1666,0.1836,0.1657,0.1482,0.0974,0.0515,0.0272,0.0116
2026-08-16,HNK Gorica,0.0009,0.0046,0.01,0.0218,0.0468,0.08,0.1421,0.1972,0.2395,0.2571
2026-08-16,NK Slaven Belupo,0.0,0.003,0.0055,0.016,0.0322,0.0619,0.1089,0.1836,0.2462,0.3427
2026-08-16,Rudes,0.0004,0.003,0.0124,0.0236,0.0458,0.0812,0.1322,0.2044,0.2453,0.2517
2026-08-17,NK Osijek,0.0425,0.1371,0.1641,0.1887,0.1676,0.1427,0.0888,0.0453,0.018,0.0052
2026-08-17,NK Varazdin,0.0912,0.2187,0.2088,0.1736,0.1306,0.095,0.049,0.0217,0.0093,0.0021
2026-08-17,Dinamo Zagreb,0.698,0.1761,0.0675,0.033,0.0165,0.0066,0.002,0.0003,0.0,0.0
2026-08-17,NK Lokomotiva Zagreb,0.0204,0.0707,0.1155,0.137,0.1835,0.1932,0.1329,0.0851,0.0444,0.0173
2026-08-17,Istra 1961,0.0026,0.0143,0.0282,0.0608,0.0927,0.1434,0.2136,0.1931,0.1518,0.0995
2026-08-17,HNK Hajduk Split,0.0621,0.176,0.1888,0.1824,0.1576,0.1149,0.067,0.0337,0.013,0.0045
2026-08-17,HNK Rijeka,0.0822,0.2005,0.2047,0.1743,0.1433,0.0981,0.0574,0.0248,0.0102,0.0045
2026-08-17,HNK Gorica,0.0002,0.0019,0.0058,0.0139,0.0299,0.0646,0.124,0.1933,0.2593,0.3071
2026-08-17,NK Slaven Belupo,0.0006,0.0019,0.006,0.0148,0.0331,0.0604,0.1191,0.1927,0.2542,0.3172
